record_id,model_kind,cell_id,data_seed,model_seed,beta,both_hitting_time,both_hitting_time_status,causal_starvation_certified,gated_delta_tw,gated_delta_tw_status,regime,right_censored,target_met_at_initialization,weak_auc_gap,weak_hitting_time,weak_hitting_time_status,weak_only_learnable,outcome_suppression,all_beta_robust_causal_certificate
esa-tanh-rho4_lag2-d301-m3012,tanh,rho4_lag2,301,3012,2,,right_censored,false,,right_censored,starvation,true,false,25.054800183419133,3.7072040470830161,finite,true,false,false
esa-tanh-rho4_lag2-d301-m3013,tanh,rho4_lag2,301,3013,0.25,,right_censored,false,,right_censored,starvation,true,false,23.512415330298246,1.6649934880789834,finite,true,false,false
esa-tanh-rho4_lag2-d301-m3013,tanh,rho4_lag2,301,3013,0.5,,right_censored,false,,right_censored,starvation,true,false,23.512415330298246,2.2778036702284918,finite,true,false,false
esa-tanh-rho4_lag2-d301-m3013,tanh,rho4_lag2,301,3013,1,,right_censored,false,,right_censored,starvation,true,false,23.512415330298246,2.9220917271748417,finite,true,false,false
esa-tanh-rho4_lag2-d301-m3013,tanh,rho4_lag2,301,3013,2,,right_censored,false,,right_censored,starvation,true,false,23.512415330298246,3.8771770381324089,finite,true,false,false
esa-tanh-rho4_lag2-d301-m3014,tanh,rho4_lag2,301,3014,0.25,,right_censored,false,,right_censored,starvation,true,false,22.124920819746329,2.1107013729405093,finite,true,false,false
esa-tanh-rho4_lag2-d301-m3014,tanh,rho4_lag2,301,3014,0.5,,right_censored,false,,right_censored,starvation,true,false,22.124920819746329,2.7185881319234335,finite,true,false,false
esa-tanh-rho4_lag2-d301-m3014,tanh,rho4_lag2,301,3014,1,,right_censored,false,,right_censored,starvation,true,false,22.124920819746329,3.3363122495036897,finite,true,false,false
esa-tanh-rho4_lag2-d301-m3014,tanh,rho4_lag2,301,3014,2,,right_censored,false,,right_censored,starvation,true,false,22.124920819746329,4.2431894947266837,finite,true,false,false
esa-tanh-rho4_lag2-d301-m3015,tanh,rho4_lag2,301,3015,0.25,,right_censored,false,,right_censored,starvation,true,false,24.680873884260659,1.8016875927267244,finite,true,false,false
esa-tanh-rho4_lag2-d301-m3015,tanh,rho4_lag2,301,3015,0.5,,right_censored,false,,right_censored,starvation,true,false,24.680873884260659,2.3415687355539867,finite,true,false,false
esa-tanh-rho4_lag2-d301-m3015,tanh,rho4_lag2,301,3015,1,,right_censored,false,,right_censored,starvation,true,false,24.680873884260659,2.9175765218037424,finite,true,false,false
esa-tanh-rho4_lag2-d301-m3015,tanh,rho4_lag2,301,3015,2,,right_censored,false,,right_censored,starvation,true,false,24.680873884260659,3.7742734258740787,finite,true,false,false
esa-tanh-rho4_lag2-d301-m3016,tanh,rho4_lag2,301,3016,0.25,,right_censored,true,,right_censored,starvation,true,false,23.974292644299567,1.5369401935831422,finite,true,true,true
esa-tanh-rho4_lag2-d301-m3016,tanh,rho4_lag2,301,3016,0.5,,right_censored,true,,right_censored,starvation,true,false,23.974292644299567,2.128279601352451,finite,true,true,true
esa-tanh-rho4_lag2-d301-m3016,tanh,rho4_lag2,301,3016,1,,right_censored,true,,right_censored,starvation,true,false,23.974292644299567,2.763338940184179,finite,true,true,true
esa-tanh-rho4_lag2-d301-m3016,tanh,rho4_lag2,301,3016,2,,right_censored,true,,right_censored,starvation,true,false,23.974292644299567,3.7164858123158901,finite,true,true,true
esa-tanh-rho4_lag2-d301-m3017,tanh,rho4_lag2,301,3017,0.25,,right_censored,true,,right_censored,starvation,true,false,23.109533322439532,1.9390141381530621,finite,true,true,true
esa-tanh-rho4_lag2-d301-m3017,tanh,rho4_lag2,301,3017,0.5,,right_censored,true,,right_censored,starvation,true,false,23.109533322439532,2.5136111432885229,finite,true,true,true
esa-tanh-rho4_lag2-d301-m3017,tanh,rho4_lag2,301,3017,1,,right_censored,true,,right_censored,starvation,true,false,23.109533322439532,3.1269670209431277,finite,true,true,true
esa-tanh-rho4_lag2-d301-m3017,tanh,rho4_lag2,301,3017,2,,right_censored,true,,right_censored,starvation,true,false,23.109533322439532,4.0448184475960582,finite,true,true,true
esa-tanh-rho4_lag2-d302-m3010,tanh,rho4_lag2,302,3010,0.25,,right_censored,false,,right_censored,starvation,true,false,16.993231966492022,3.0848238816953644,finite,true,false,false
esa-tanh-rho4_lag2-d302-m3010,tanh,rho4_lag2,302,3010,0.5,,right_censored,false,,right_censored,starvation,true,false,16.993231966492022,3.7565130770161903,finite,true,false,false
esa-tanh-rho4_lag2-d302-m3010,tanh,rho4_lag2,302,3010,1,,right_censored,false,,right_censored,starvation,true,false,16.993231966492022,4.4465335101093801,finite,true,false,false
esa-tanh-rho4_lag2-d302-m3010,tanh,rho4_lag2,302,3010,2,,right_censored,false,,right_censored,starvation,true,false,16.993231966492022,5.4809351756266711,finite,true,false,false
esa-tanh-rho4_lag2-d302-m3011,tanh,rho4_lag2,302,3011,0.25,,right_censored,false,,right_censored,starvation,true,false,22.199223173700741,2.0269775775245162,finite,true,false,false
esa-tanh-rho4_lag2-d302-m3011,tanh,rho4_lag2,302,3011,0.5,,right_censored,false,,right_censored,starvation,true,false,22.199223173700741,2.6357814908884043,finite,true,false,false
esa-tanh-rho4_lag2-d302-m3011,tanh,rho4_lag2,302,3011,1,,right_censored,false,,right_censored,starvation,true,false,22.199223173700741,3.2760759795977554,finite,true,false,false
esa-tanh-rho4_lag2-d302-m3011,tanh,rho4_lag2,302,3011,2,,right_censored,false,,right_censored,starvation,true,false,22.199223173700741,4.2258623678280465,finite,true,false,false
esa-tanh-rho4_lag2-d302-m3012,tanh,rho4_lag2,302,3012,0.25,,right_censored,false,,right_censored,starvation,true,false,25.028377280756835,1.7192319353160816,finite,true,false,false
esa-tanh-rho4_lag2-d302-m3012,tanh,rho4_lag2,302,3012,0.5,,right_censored,false,,right_censored,starvation,true,false,25.028377280756835,2.2704987672765204,finite,true,false,false
esa-tanh-rho4_lag2-d302-m3012,tanh,rho4_lag2,302,3012,1,,right_censored,false,,right_censored,starvation,true,false,25.028377280756835,2.8514661575894671,finite,true,false,false
esa-tanh-rho4_lag2-d302-m3012,tanh,rho4_lag2,302,3012,2,,right_censored,false,,right_censored,starvation,true,false,25.028377280756835,3.7136766139096768,finite,true,false,false
esa-tanh-rho4_lag2-d302-m3013,tanh,rho4_lag2,302,3013,0.25,,right_censored,false,,right_censored,starvation,true,false,23.484474102780226,1.6702007193901607,finite,true,false,false
esa-tanh-rho4_lag2-d302-m3013,tanh,rho4_lag2,302,3013,0.5,,right_censored,false,,right_censored,starvation,true,false,23.484474102780226,2.2845411590694029,finite,true,false,false
esa-tanh-rho4_lag2-d302-m3013,tanh,rho4_lag2,302,3013,1,,right_censored,false,,right_censored,starvation,true,false,23.484474102780226,2.9295425203962417,finite,true,false,false
esa-tanh-rho4_lag2-d302-m3013,tanh,rho4_lag2,302,3013,2,,right_censored,false,,right_censored,starvation,true,false,23.484474102780226,3.8835243013658962,finite,true,false,false
esa-tanh-rho4_lag2-d302-m3014,tanh,rho4_lag2,302,3014,0.25,,right_censored,false,,right_censored,starvation,true,false,22.089241116493941,2.1173372422159322,finite,true,false,false
esa-tanh-rho4_lag2-d302-m3014,tanh,rho4_lag2,302,3014,0.5,,right_censored,false,,right_censored,starvation,true,false,22.089241116493941,2.7267095648604269,finite,true,false,false
esa-tanh-rho4_lag2-d302-m3014,tanh,rho4_lag2,302,3014,1,,right_censored,false,,right_censored,starvation,true,false,22.089241116493941,3.3452343629557189,finite,true,false,false
esa-tanh-rho4_lag2-d302-m3014,tanh,rho4_lag2,302,3014,2,,right_censored,false,,right_censored,starvation,true,false,22.089241116493941,4.2509155088525947,finite,true,false,false
esa-tanh-rho4_lag2-d302-m3015,tanh,rho4_lag2,302,3015,0.25,,right_censored,false,,right_censored,starvation,true,false,24.648568850429726,1.8073037374663117,finite,true,false,false
esa-tanh-rho4_lag2-d302-m3015,tanh,rho4_lag2,302,3015,0.5,,right_censored,false,,right_censored,starvation,true,false,24.648568850429726,2.3487562366770676,finite,true,false,false
esa-tanh-rho4_lag2-d302-m3015,tanh,rho4_lag2,302,3015,1,,right_censored,false,,right_censored,starvation,true,false,24.648568850429726,2.925243696814817,finite,true,false,false
esa-tanh-rho4_lag2-d302-m3015,tanh,rho4_lag2,302,3015,2,,right_censored,false,,right_censored,starvation,true,false,24.648568850429726,3.780997810108194,finite,true,false,false
esa-tanh-rho4_lag2-d302-m3016,tanh,rho4_lag2,302,3016,0.25,,right_censored,true,,right_censored,starvation,true,false,23.94435759754851,1.5418064146287767,finite,true,true,true
esa-tanh-rho4_lag2-d302-m3016,tanh,rho4_lag2,302,3016,0.5,,right_censored,true,,right_censored,starvation,true,false,23.94435759754851,2.1344735507788473,finite,true,true,true
esa-tanh-rho4_lag2-d302-m3016,tanh,rho4_lag2,302,3016,1,,right_censored,true,,right_censored,starvation,true,false,23.94435759754851,2.7701998353125781,finite,true,true,true
esa-tanh-rho4_lag2-d302-m3016,tanh,rho4_lag2,302,3016,2,,right_censored,true,,right_censored,starvation,true,false,23.94435759754851,3.7223679441767863,finite,true,true,true
esa-tanh-rho4_lag2-d302-m3017,tanh,rho4_lag2,302,3017,0.25,,right_censored,true,,right_censored,starvation,true,false,23.079446588060819,1.945352243716332,finite,true,true,true
esa-tanh-rho4_lag2-d302-m3017,tanh,rho4_lag2,302,3017,0.5,,right_censored,true,,right_censored,starvation,true,false,23.079446588060819,2.521099020998443,finite,true,true,true
esa-tanh-rho4_lag2-d302-m3017,tanh,rho4_lag2,302,3017,1,,right_censored,true,,right_censored,starvation,true,false,23.079446588060819,3.1352650252534189,finite,true,true,true
esa-tanh-rho4_lag2-d302-m3017,tanh,rho4_lag2,302,3017,2,,right_censored,true,,right_censored,starvation,true,false,23.079446588060819,4.0520608417790216,finite,true,true,true
esa-tanh-rho4_lag2-d303-m3010,tanh,rho4_lag2,303,3010,0.25,,right_censored,false,,right_censored,starvation,true,false,17.109269134956413,3.046005926665996,finite,true,false,false
esa-tanh-rho4_lag2-d303-m3010,tanh,rho4_lag2,303,3010,0.5,,right_censored,false,,right_censored,starvation,true,false,17.109269134956413,3.711080848877788,finite,true,false,false
esa-tanh-rho4_lag2-d303-m3010,tanh,rho4_lag2,303,3010,1,,right_censored,false,,right_censored,starvation,true,false,17.109269134956413,4.3977089928386173,finite,true,false,false
esa-tanh-rho4_lag2-d303-m3010,tanh,rho4_lag2,303,3010,2,,right_censored,false,,right_censored,starvation,true,false,17.109269134956413,5.4363680986832277,finite,true,false,false
esa-tanh-rho4_lag2-d303-m3011,tanh,rho4_lag2,303,3011,0.25,,right_censored,false,,right_censored,starvation,true,false,22.228022298880383,2.0020957236198917,finite,true,false,false
esa-tanh-rho4_lag2-d303-m3011,tanh,rho4_lag2,303,3011,0.5,,right_censored,false,,right_censored,starvation,true,false,22.228022298880383,2.604994939035151,finite,true,false,false
esa-tanh-rho4_lag2-d303-m3011,tanh,rho4_lag2,303,3011,1,,right_censored,false,,right_censored,starvation,true,false,22.228022298880383,3.2419054437747952,finite,true,false,false
esa-tanh-rho4_lag2-d303-m3011,tanh,rho4_lag2,303,3011,2,,right_censored,false,,right_censored,starvation,true,false,22.228022298880383,4.1955200154615513,finite,true,false,false
esa-tanh-rho4_lag2-d303-m3012,tanh,rho4_lag2,303,3012,0.25,,right_censored,false,,right_censored,starvation,true,false,25.025288726110013,1.6981372828198695,finite,true,false,false
esa-tanh-rho4_lag2-d303-m3012,tanh,rho4_lag2,303,3012,0.5,,right_censored,false,,right_censored,starvation,true,false,25.025288726110013,2.2439930039310787,finite,true,false,false
esa-tanh-rho4_lag2-d303-m3012,tanh,rho4_lag2,303,3012,1,,right_censored,false,,right_censored,starvation,true,false,25.025288726110013,2.8215301998073619,finite,true,false,false
esa-tanh-rho4_lag2-d303-m3012,tanh,rho4_lag2,303,3012,2,,right_censored,false,,right_censored,starvation,true,false,25.025288726110013,3.6876169111607657,finite,true,false,false
esa-tanh-rho4_lag2-d303-m3013,tanh,rho4_lag2,303,3013,0.25,,right_censored,false,,right_censored,starvation,true,false,23.483682902250436,1.6499434234656054,finite,true,false,false
esa-tanh-rho4_lag2-d303-m3013,tanh,rho4_lag2,303,3013,0.5,,right_censored,false,,right_censored,starvation,true,false,23.483682902250436,2.2581507851080089,finite,true,false,false
esa-tanh-rho4_lag2-d303-m3013,tanh,rho4_lag2,303,3013,1,,right_censored,false,,right_censored,starvation,true,false,23.483682902250436,2.8997887527875474,finite,true,false,false
esa-tanh-rho4_lag2-d303-m3013,tanh,rho4_lag2,303,3013,2,,right_censored,false,,right_censored,starvation,true,false,23.483682902250436,3.8576103366034769,finite,true,false,false
esa-tanh-rho4_lag2-d303-m3014,tanh,rho4_lag2,303,3014,0.25,,right_censored,false,,right_censored,starvation,true,false,22.125656116474417,2.0911207762379536,finite,true,false,false
esa-tanh-rho4_lag2-d303-m3014,tanh,rho4_lag2,303,3014,0.5,,right_censored,false,,right_censored,starvation,true,false,22.125656116474417,2.6947903418857635,finite,true,false,false
esa-tanh-rho4_lag2-d303-m3014,tanh,rho4_lag2,303,3014,1,,right_censored,false,,right_censored,starvation,true,false,22.125656116474417,3.3098668072334276,finite,true,false,false
esa-tanh-rho4_lag2-d303-m3014,tanh,rho4_lag2,303,3014,2,,right_censored,false,,right_censored,starvation,true,false,22.125656116474417,4.2197052910312367,finite,true,false,false
esa-tanh-rho4_lag2-d303-m3015,tanh,rho4_lag2,303,3015,0.25,,right_censored,false,,right_censored,starvation,true,false,24.65451656628866,1.784603531610073,finite,true,false,false
esa-tanh-rho4_lag2-d303-m3015,tanh,rho4_lag2,303,3015,0.5,,right_censored,false,,right_censored,starvation,true,false,24.65451656628866,2.3207334382081601,finite,true,false,false
esa-tanh-rho4_lag2-d303-m3015,tanh,rho4_lag2,303,3015,1,,right_censored,false,,right_censored,starvation,true,false,24.65451656628866,2.8946504232007735,finite,true,false,false
esa-tanh-rho4_lag2-d303-m3015,tanh,rho4_lag2,303,3015,2,,right_censored,false,,right_censored,starvation,true,false,24.65451656628866,3.7537769262932477,finite,true,false,false
esa-tanh-rho4_lag2-d303-m3016,tanh,rho4_lag2,303,3016,0.25,,right_censored,true,,right_censored,starvation,true,false,23.932295979373155,1.5228274952582077,finite,true,true,true
esa-tanh-rho4_lag2-d303-m3016,tanh,rho4_lag2,303,3016,0.5,,right_censored,true,,right_censored,starvation,true,false,23.932295979373155,2.1101341032522751,finite,true,true,true
esa-tanh-rho4_lag2-d303-m3016,tanh,rho4_lag2,303,3016,1,,right_censored,true,,right_censored,starvation,true,false,23.932295979373155,2.7425411561716491,finite,true,true,true
esa-tanh-rho4_lag2-d303-m3016,tanh,rho4_lag2,303,3016,2,,right_censored,true,,right_censored,starvation,true,false,23.932295979373155,3.6983311276863935,finite,true,true,true
esa-tanh-rho4_lag2-d303-m3017,tanh,rho4_lag2,303,3017,0.25,,right_censored,true,,right_censored,starvation,true,false,23.098916057893078,1.9208046896311672,finite,true,true,true
esa-tanh-rho4_lag2-d303-m3017,tanh,rho4_lag2,303,3017,0.5,,right_censored,true,,right_censored,starvation,true,false,23.098916057893078,2.4914461908913186,finite,true,true,true
esa-tanh-rho4_lag2-d303-m3017,tanh,rho4_lag2,303,3017,1,,right_censored,true,,right_censored,starvation,true,false,23.098916057893078,3.1023343514738335,finite,true,true,true
esa-tanh-rho4_lag2-d303-m3017,tanh,rho4_lag2,303,3017,2,,right_censored,true,,right_censored,starvation,true,false,23.098916057893078,4.0228505393636729,finite,true,true,true
esa-tanh-rho4_lag2-d304-m3010,tanh,rho4_lag2,304,3010,0.25,,right_censored,false,,right_censored,starvation,true,false,17.021044964558676,3.0753609598360137,finite,true,false,false
esa-tanh-rho4_lag2-d304-m3010,tanh,rho4_lag2,304,3010,0.5,,right_censored,false,,right_censored,starvation,true,false,17.021044964558676,3.7456275566341732,finite,true,false,false
esa-tanh-rho4_lag2-d304-m3010,tanh,rho4_lag2,304,3010,1,,right_censored,false,,right_censored,starvation,true,false,17.021044964558676,4.4346884365288766,finite,true,false,false
esa-tanh-rho4_lag2-d304-m3010,tanh,rho4_lag2,304,3010,2,,right_censored,false,,right_censored,starvation,true,false,17.021044964558676,5.4702201683938165,finite,true,false,false
esa-tanh-rho4_lag2-d304-m3011,tanh,rho4_lag2,304,3011,0.25,,right_censored,false,,right_censored,starvation,true,false,22.206096668209646,2.0209118781992386,finite,true,false,false
esa-tanh-rho4_lag2-d304-m3011,tanh,rho4_lag2,304,3011,0.5,,right_censored,false,,right_censored,starvation,true,false,22.206096668209646,2.6282675919073197,finite,true,false,false
esa-tanh-rho4_lag2-d304-m3011,tanh,rho4_lag2,304,3011,1,,right_censored,false,,right_censored,starvation,true,false,22.206096668209646,3.267848193080896,finite,true,false,false
esa-tanh-rho4_lag2-d304-m3011,tanh,rho4_lag2,304,3011,2,,right_censored,false,,right_censored,starvation,true,false,22.206096668209646,4.2185804755212279,finite,true,false,false
esa-tanh-rho4_lag2-d304-m3012,tanh,rho4_lag2,304,3012,0.25,,right_censored,false,,right_censored,starvation,true,false,25.027627563010896,1.7141205479143411,finite,true,false,false
esa-tanh-rho4_lag2-d304-m3012,tanh,rho4_lag2,304,3012,0.5,,right_censored,false,,right_censored,starvation,true,false,25.027627563010896,2.264119322958507,finite,true,false,false
esa-tanh-rho4_lag2-d304-m3012,tanh,rho4_lag2,304,3012,1,,right_censored,false,,right_censored,starvation,true,false,25.027627563010896,2.8442413399246873,finite,true,false,false
esa-tanh-rho4_lag2-d304-m3012,tanh,rho4_lag2,304,3012,2,,right_censored,false,,right_censored,starvation,true,false,25.027627563010896,3.7073816112786404,finite,true,false,false
esa-tanh-rho4_lag2-d304-m3013,tanh,rho4_lag2,304,3013,0.25,,right_censored,false,,right_censored,starvation,true,false,23.484246073290706,1.6652740403256059,finite,true,false,false
esa-tanh-rho4_lag2-d304-m3013,tanh,rho4_lag2,304,3013,0.5,,right_censored,false,,right_censored,starvation,true,false,23.484246073290706,2.2781129261558677,finite,true,false,false
esa-tanh-rho4_lag2-d304-m3013,tanh,rho4_lag2,304,3013,1,,right_censored,false,,right_censored,starvation,true,false,23.484246073290706,2.9223439906137716,finite,true,false,false
esa-tanh-rho4_lag2-d304-m3013,tanh,rho4_lag2,304,3013,2,,right_censored,false,,right_censored,starvation,true,false,23.484246073290706,3.8773199174881894,finite,true,false,false
esa-tanh-rho4_lag2-d304-m3014,tanh,rho4_lag2,304,3014,0.25,,right_censored,false,,right_censored,starvation,true,false,22.097985002072527,2.1110675811158579,finite,true,false,false
esa-tanh-rho4_lag2-d304-m3014,tanh,rho4_lag2,304,3014,0.5,,right_censored,false,,right_censored,starvation,true,false,22.097985002072527,2.7189806135178562,finite,true,false,false
esa-tanh-rho4_lag2-d304-m3014,tanh,rho4_lag2,304,3014,1,,right_censored,false,,right_censored,starvation,true,false,22.097985002072527,3.3366551869051118,finite,true,false,false
esa-tanh-rho4_lag2-d304-m3014,tanh,rho4_lag2,304,3014,2,,right_censored,false,,right_censored,starvation,true,false,22.097985002072527,4.2434306083016855,finite,true,false,false
esa-tanh-rho4_lag2-d304-m3015,tanh,rho4_lag2,304,3015,0.25,,right_censored,false,,right_censored,starvation,true,false,24.649970898916948,1.802000513642968,finite,true,false,false
esa-tanh-rho4_lag2-d304-m3015,tanh,rho4_lag2,304,3015,0.5,,right_censored,false,,right_censored,starvation,true,false,24.649970898916948,2.3419176489930758,finite,true,false,false
esa-tanh-rho4_lag2-d304-m3015,tanh,rho4_lag2,304,3015,1,,right_censored,false,,right_censored,starvation,true,false,24.649970898916948,2.9178701698330518,finite,true,false,false
esa-tanh-rho4_lag2-d304-m3015,tanh,rho4_lag2,304,3015,2,,right_censored,false,,right_censored,starvation,true,false,24.649970898916948,3.7744806281262528,finite,true,false,false
esa-tanh-rho4_lag2-d304-m3016,tanh,rho4_lag2,304,3016,0.25,,right_censored,true,,right_censored,starvation,true,false,23.941400598920879,1.5371939922636382,finite,true,true,true
esa-tanh-rho4_lag2-d304-m3016,tanh,rho4_lag2,304,3016,0.5,,right_censored,true,,right_censored,starvation,true,false,23.941400598920879,2.1285515107922564,finite,true,true,true
esa-tanh-rho4_lag2-d304-m3016,tanh,rho4_lag2,304,3016,1,,right_censored,true,,right_censored,starvation,true,false,23.941400598920879,2.7635570044240505,finite,true,true,true
esa-tanh-rho4_lag2-d304-m3016,tanh,rho4_lag2,304,3016,2,,right_censored,true,,right_censored,starvation,true,false,23.941400598920879,3.7166079500374867,finite,true,true,true
esa-tanh-rho4_lag2-d304-m3017,tanh,rho4_lag2,304,3017,0.25,,right_censored,true,,right_censored,starvation,true,false,23.084233257267623,1.9393681886461474,finite,true,true,true
esa-tanh-rho4_lag2-d304-m3017,tanh,rho4_lag2,304,3017,0.5,,right_censored,true,,right_censored,starvation,true,false,23.084233257267623,2.5139772316588362,finite,true,true,true
esa-tanh-rho4_lag2-d304-m3017,tanh,rho4_lag2,304,3017,1,,right_censored,true,,right_censored,starvation,true,false,23.084233257267623,3.1272879632662596,finite,true,true,true
esa-tanh-rho4_lag2-d304-m3017,tanh,rho4_lag2,304,3017,2,,right_censored,true,,right_censored,starvation,true,false,23.084233257267623,4.0450390653049597,finite,true,true,true
esa-tanh-rho5_lag3-d301-m3010,tanh,rho5_lag3,301,3010,0.25,,right_censored,true,,right_censored,starvation,true,false,11.463697113021043,5.1923061939581494,finite,true,true,true
esa-tanh-rho5_lag3-d301-m3010,tanh,rho5_lag3,301,3010,0.5,,right_censored,true,,right_censored,starvation,true,false,11.463697113021043,5.7603286272164489,finite,true,true,true
esa-tanh-rho5_lag3-d301-m3010,tanh,rho5_lag3,301,3010,1,,right_censored,true,,right_censored,starvation,true,false,11.463697113021043,6.289175018523574,finite,true,true,true
esa-tanh-rho5_lag3-d301-m3010,tanh,rho5_lag3,301,3010,2,,right_censored,true,,right_censored,starvation,true,false,11.463697113021043,7.0253761336106963,finite,true,true,true
esa-tanh-rho5_lag3-d301-m3011,tanh,rho5_lag3,301,3011,0.25,,right_censored,false,,right_censored,starvation,true,false,21.782156031765041,2.7674646065346571,finite,true,false,false
esa-tanh-rho5_lag3-d301-m3011,tanh,rho5_lag3,301,3011,0.5,,right_censored,false,,right_censored,starvation,true,false,21.782156031765041,3.3142280744014583,finite,true,false,false
esa-tanh-rho5_lag3-d301-m3011,tanh,rho5_lag3,301,3011,1,,right_censored,false,,right_censored,starvation,true,false,21.782156031765041,3.8364354440318014,finite,true,false,false
esa-tanh-rho5_lag3-d301-m3011,tanh,rho5_lag3,301,3011,2,,right_censored,false,,right_censored,starvation,true,false,21.782156031765041,4.5782130087557134,finite,true,false,false
esa-tanh-rho5_lag3-d301-m3012,tanh,rho5_lag3,301,3012,0.25,,right_censored,true,,right_censored,starvation,true,false,23.029272524220868,2.6654203153149116,finite,true,true,true
esa-tanh-rho5_lag3-d301-m3012,tanh,rho5_lag3,301,3012,0.5,,right_censored,true,,right_censored,starvation,true,false,23.029272524220868,3.1639190251319085,finite,true,true,true
esa-tanh-rho5_lag3-d301-m3012,tanh,rho5_lag3,301,3012,1,,right_censored,true,,right_censored,starvation,true,false,23.029272524220868,3.6488742467748914,finite,true,true,true
esa-tanh-rho5_lag3-d301-m3012,tanh,rho5_lag3,301,3012,2,,right_censored,true,,right_censored,starvation,true,false,23.029272524220868,4.3360181744154822,finite,true,true,true
esa-tanh-rho5_lag3-d301-m3013,tanh,rho5_lag3,301,3013,0.25,,right_censored,false,,right_censored,starvation,true,false,23.7610151018016,2.2438976910378359,finite,true,false,false
esa-tanh-rho5_lag3-d301-m3013,tanh,rho5_lag3,301,3013,0.5,,right_censored,false,,right_censored,starvation,true,false,23.7610151018016,2.7959445702785044,finite,true,false,false
esa-tanh-rho5_lag3-d301-m3013,tanh,rho5_lag3,301,3013,1,,right_censored,false,,right_censored,starvation,true,false,23.7610151018016,3.3363255910112177,finite,true,false,false
esa-tanh-rho5_lag3-d301-m3013,tanh,rho5_lag3,301,3013,2,,right_censored,false,,right_censored,starvation,true,false,23.7610151018016,4.1122428123722576,finite,true,false,false
esa-tanh-rho5_lag3-d301-m3014,tanh,rho5_lag3,301,3014,0.25,,right_censored,false,,right_censored,starvation,true,false,22.691144020576033,2.609492629788003,finite,true,false,false
esa-tanh-rho5_lag3-d301-m3014,tanh,rho5_lag3,301,3014,0.5,,right_censored,false,,right_censored,starvation,true,false,22.691144020576033,3.1367337654551739,finite,true,false,false
esa-tanh-rho5_lag3-d301-m3014,tanh,rho5_lag3,301,3014,1,,right_censored,false,,right_censored,starvation,true,false,22.691144020576033,3.6507825080703751,finite,true,false,false
esa-tanh-rho5_lag3-d301-m3014,tanh,rho5_lag3,301,3014,2,,right_censored,false,,right_censored,starvation,true,false,22.691144020576033,4.3843709021403336,finite,true,false,false
esa-tanh-rho5_lag3-d301-m3015,tanh,rho5_lag3,301,3015,0.25,,right_censored,true,,right_censored,starvation,true,false,24.843535687029362,2.003024720546235,finite,true,true,true
esa-tanh-rho5_lag3-d301-m3015,tanh,rho5_lag3,301,3015,0.5,,right_censored,true,,right_censored,starvation,true,false,24.843535687029362,2.5377367481923656,finite,true,true,true
esa-tanh-rho5_lag3-d301-m3015,tanh,rho5_lag3,301,3015,1,,right_censored,true,,right_censored,starvation,true,false,24.843535687029362,3.0599621077674284,finite,true,true,true
esa-tanh-rho5_lag3-d301-m3015,tanh,rho5_lag3,301,3015,2,,right_censored,true,,right_censored,starvation,true,false,24.843535687029362,3.8092907300133683,finite,true,true,true
esa-tanh-rho5_lag3-d301-m3016,tanh,rho5_lag3,301,3016,0.25,,right_censored,false,,right_censored,starvation,true,false,23.753188599157149,2.3400632418906961,finite,true,false,false
esa-tanh-rho5_lag3-d301-m3016,tanh,rho5_lag3,301,3016,0.5,,right_censored,false,,right_censored,starvation,true,false,23.753188599157149,2.8473200044543812,finite,true,false,false
esa-tanh-rho5_lag3-d301-m3016,tanh,rho5_lag3,301,3016,1,,right_censored,false,,right_censored,starvation,true,false,23.753188599157149,3.3352253431747894,finite,true,false,false
esa-tanh-rho5_lag3-d301-m3016,tanh,rho5_lag3,301,3016,2,,right_censored,false,,right_censored,starvation,true,false,23.753188599157149,4.0444585249450551,finite,true,false,false
esa-tanh-rho5_lag3-d301-m3017,tanh,rho5_lag3,301,3017,0.25,,right_censored,false,,right_censored,starvation,true,false,23.173421811778095,2.6644733952486939,finite,true,false,false
esa-tanh-rho5_lag3-d301-m3017,tanh,rho5_lag3,301,3017,0.5,,right_censored,false,,right_censored,starvation,true,false,23.173421811778095,3.1597527212941263,finite,true,false,false
esa-tanh-rho5_lag3-d301-m3017,tanh,rho5_lag3,301,3017,1,,right_censored,false,,right_censored,starvation,true,false,23.173421811778095,3.6345135173494763,finite,true,false,false
esa-tanh-rho5_lag3-d301-m3017,tanh,rho5_lag3,301,3017,2,,right_censored,false,,right_censored,starvation,true,false,23.173421811778095,4.3131883696108959,finite,true,false,false
esa-tanh-rho5_lag3-d302-m3010,tanh,rho5_lag3,302,3010,0.25,,right_censored,true,,right_censored,starvation,true,false,11.39481523601571,5.2093820033103233,finite,true,true,true
esa-tanh-rho5_lag3-d302-m3010,tanh,rho5_lag3,302,3010,0.5,,right_censored,true,,right_censored,starvation,true,false,11.39481523601571,5.7785635176915147,finite,true,true,true
esa-tanh-rho5_lag3-d302-m3010,tanh,rho5_lag3,302,3010,1,,right_censored,true,,right_censored,starvation,true,false,11.39481523601571,6.3081181873070351,finite,true,true,true
esa-tanh-rho5_lag3-d302-m3010,tanh,rho5_lag3,302,3010,2,,right_censored,true,,right_censored,starvation,true,false,11.39481523601571,7.0433523658666859,finite,true,true,true
esa-tanh-rho5_lag3-d302-m3011,tanh,rho5_lag3,302,3011,0.25,,right_censored,false,,right_censored,starvation,true,false,21.749281830573455,2.7762581934207979,finite,true,false,false
