record_id,model_kind,cell_id,method_id,publication_label,data_seed,model_seed,weak_auc_gap,weak_rescue_score,beta_first_hit_delay,beta_first_hit_delay_status,final_both_weak_response,strong_response_auc,final_strong_response,absolute_strong_response_auc_difference_from_erm,absolute_final_strong_response_difference_from_erm,diagnostic_status,target_attainment_fraction,feasibility_fraction,cap_binding_fraction,max_absolute_strong_drift_change,paired_wall_time_ratio_to_erm,process_peak_rss_bytes,static_parameter_bytes,cuda_status
esb-bloop-rho4_lag2-d303-m3012,tanh,rho4_lag2,bloop,Bloop-style shadow-target rescue,303,3012,0.0036780048161745072,-0.0036780048161745072,7.1427903871601472e-06,finite,4.8592796325683594,6.4659220868721601,0.51387703418731689,5.7166212223470207,1.0931228399276733,available,1,1,0,0.26064956188201904,1.5191260216243223,373080064,17152,N/A
esb-bloop-rho4_lag2-d303-m3013,tanh,rho4_lag2,bloop,Bloop-style shadow-target rescue,303,3013,0.0042153520509600646,-0.0042153520509600646,7.4579951381270604e-05,finite,4.9468798637390137,6.144504320528358,0.47001683712005615,5.8963036958128212,1.1245330572128296,available,1,1,0,0.27785992622375488,1.5683345430471958,401244160,17152,N/A
esb-bloop-rho4_lag2-d303-m3014,tanh,rho4_lag2,bloop,Bloop-style shadow-target rescue,303,3014,-0.00071861038450151706,-0.00071861038450151706,-0.00063239779887203085,finite,4.9005594253540039,6.1619891474023465,0.46666139364242554,5.8606621373444785,1.126457154750824,available,1,1,0,0.27441823482513428,1.509838611067863,383827968,17152,N/A
esb-bloop-rho4_lag2-d303-m3015,tanh,rho4_lag2,bloop,Bloop-style shadow-target rescue,303,3015,0.005224574310705065,-0.005224574310705065,8.4939833630226502e-05,finite,5.0063271522521973,6.1307197634130715,0.47345483303070068,6.1019592046737658,1.1395612955093384,available,1,1,0,0.28685706853866577,1.5806821733986387,384057344,17152,N/A
esb-bloop-rho4_lag2-d303-m3016,tanh,rho4_lag2,bloop,Bloop-style shadow-target rescue,303,3016,0.0022696234285831448,-0.0022696234285831448,4.5342497727141051e-05,finite,4.6777143478393555,6.8758496773894873,0.52049899101257324,5.2547339227050553,1.0884535312652588,available,1,1,0,0.26281073689460754,1.5115045060177295,379437056,17152,N/A
esb-bloop-rho4_lag2-d303-m3017,tanh,rho4_lag2,bloop,Bloop-style shadow-target rescue,303,3017,-0.0050669821910560133,-0.0050669821910560133,-0.0014134818322770748,finite,4.8103795051574707,6.4448039966635395,0.50710117816925049,5.6053059816360484,1.0985645055770874,available,1,1,0,0.26455941796302795,1.5246620037483753,390922240,17152,N/A
esb-bloop-rho4_lag2-d304-m3010,tanh,rho4_lag2,bloop,Bloop-style shadow-target rescue,304,3010,0.0043331876862794157,-0.0043331876862794157,3.4342893925565221e-05,finite,4.8536157608032227,6.7331163074588405,0.5270533561706543,5.4780667893588531,1.0914220809936523,available,1,1,0,0.26082918047904968,1.3709465063072515,390987776,17152,N/A
esb-bloop-rho4_lag2-d304-m3011,tanh,rho4_lag2,bloop,Bloop-style shadow-target rescue,304,3011,0.002357978373765945,-0.002357978373765945,-2.7402385441632759e-05,finite,4.8566837310791016,6.0935753203462806,0.48996222019195557,5.8421904329210523,1.102276086807251,available,1,1,0,0.26147523522377014,1.4207802047973463,411910144,17152,N/A
esb-bloop-rho4_lag2-d304-m3012,tanh,rho4_lag2,bloop,Bloop-style shadow-target rescue,304,3012,0.0036786510143429038,-0.0036786510143429038,5.3806483228946433e-06,finite,4.8837466239929199,6.5069650629535314,0.51519668102264404,5.6960766658186923,1.0949475765228271,available,1,1,0,0.26045474410057068,1.3741629449691319,381386752,17152,N/A
esb-bloop-rho4_lag2-d304-m3013,tanh,rho4_lag2,bloop,Bloop-style shadow-target rescue,304,3013,0.004215997084975243,-0.004215997084975243,7.2761694712042413e-05,finite,4.9720821380615234,6.1852830811403692,0.47115862369537354,5.8759770525619395,1.1265462636947632,available,1,1,0,0.27767258882522583,1.3083716640009626,370311168,17152,N/A
esb-bloop-rho4_lag2-d304-m3014,tanh,rho4_lag2,bloop,Bloop-style shadow-target rescue,304,3014,-0.00075925675919279471,-0.00075925675919279471,-0.00066185826397457959,finite,4.9254922866821289,6.2078551641665403,0.4688664972782135,5.8353949379175898,1.1274660527706146,available,1,1,0,0.27401578426361084,1.3112653140772768,385974272,17152,N/A
esb-bloop-rho4_lag2-d304-m3015,tanh,rho4_lag2,bloop,Bloop-style shadow-target rescue,304,3015,0.0052316454937681549,-0.0052316454937681549,8.779420692128781e-05,finite,5.0323085784912109,6.1699623288586736,0.47447043657302856,6.0830008158460274,1.1416736245155334,available,1,1,0,0.28669154644012451,1.3548046738759423,384516096,17152,N/A
esb-bloop-rho4_lag2-d304-m3016,tanh,rho4_lag2,bloop,Bloop-style shadow-target rescue,304,3016,0.0022496354067698121,-0.0022496354067698121,4.385710227117201e-05,finite,4.6977834701538086,6.9273465074133131,0.52327847480773926,5.2229459879919897,1.0887613296508789,available,1,1,0,0.26244580745697021,1.8765377983315554,392839168,17152,N/A
esb-bloop-rho4_lag2-d304-m3017,tanh,rho4_lag2,bloop,Bloop-style shadow-target rescue,304,3017,-0.0051933844340965154,-0.0051933844340965154,-0.0013979098752554542,finite,4.8332328796386719,6.4867662879871206,0.50837194919586182,5.5832853998988865,1.1004239320755005,available,1,1,0,0.26437166333198547,1.586163809143764,399687680,17152,N/A
esb-pcgrad-rho4_lag2-d301-m3010,tanh,rho4_lag2,pcgrad,PCGrad-style shadow-target rescue,301,3010,0.00072348895482718953,-0.00072348895482718953,-7.7970779678082636e-05,finite,4.8546724319458008,13.018514976254664,1.6802890300750732,0.91388335116207742,0.079095005989074707,available,1,1,0,0.15143434703350067,1.4293233272133556,365674496,17152,N/A
esb-pcgrad-rho4_lag2-d301-m3011,tanh,rho4_lag2,pcgrad,PCGrad-style shadow-target rescue,301,3011,-0.00092562711797654622,-0.00092562711797654622,-0.00013802992910783018,finite,4.85760498046875,12.378432929096743,1.5757772922515869,0.54536128733307088,0.00045216083526611328,available,1,1,0,0.14324226975440979,1.3512459298339425,406667264,17152,N/A
esb-pcgrad-rho4_lag2-d301-m3012,tanh,rho4_lag2,pcgrad,PCGrad-style shadow-target rescue,301,3012,6.3431938178837267e-05,-6.3431938178837267e-05,-9.1951634094922241e-05,finite,4.8847665786743164,12.868317132629455,1.6360069513320923,0.77183150500059305,0.042984127998352051,available,1,1,0,0.14742946624755859,1.4823864475650146,393609216,17152,N/A
esb-pcgrad-rho4_lag2-d301-m3013,tanh,rho4_lag2,pcgrad,PCGrad-style shadow-target rescue,301,3013,0.00063365804962813856,-0.00063365804962813856,-2.4558610912439605e-05,finite,4.9731006622314453,12.717510362062603,1.6159818172454834,0.76183903012424636,0.035408616065979004,available,1,1,0,0.15292826294898987,1.5211033140551165,382763008,17152,N/A
esb-pcgrad-rho4_lag2-d301-m3014,tanh,rho4_lag2,pcgrad,PCGrad-style shadow-target rescue,301,3014,-0.0041858299984596668,-0.0041858299984596668,-0.00076127452734153778,finite,4.9265007972717285,12.752611043024807,1.6288671493530273,0.81512455157935548,0.049765944480895996,available,1,1,0,0.15360811352729797,1.447524255547546,385351680,17152,N/A
esb-pcgrad-rho4_lag2-d301-m3015,tanh,rho4_lag2,pcgrad,PCGrad-style shadow-target rescue,301,3015,0.001161442161537707,-0.001161442161537707,-2.9272365883681317e-05,finite,5.0333952903747559,12.883350181579589,1.6279633045196533,0.73653979413211168,0.02886652946472168,available,1,1,0,0.15891563892364502,1.5118090766730512,388972544,17152,N/A
esb-pcgrad-rho4_lag2-d301-m3016,tanh,rho4_lag2,pcgrad,PCGrad-style shadow-target rescue,301,3016,-0.0012034183368086814,-0.0012034183368086814,-6.5912814536606135e-05,finite,4.6988058090209961,13.083593243872746,1.7054495811462402,1.0401239063590761,0.11081564426422119,available,1,1,0,0.15504562854766846,1.6643401405700886,410501120,17152,N/A
esb-pcgrad-rho4_lag2-d301-m3017,tanh,rho4_lag2,pcgrad,PCGrad-style shadow-target rescue,301,3017,-0.0092717275954782956,-0.0092717275954782956,-0.0014982910816114803,finite,4.8343210220336914,12.947928114421666,1.6728990077972412,0.98044587597251187,0.08097541332244873,available,1,1,0,0.159775510430336,1.4051312594769136,414580736,17152,N/A
esb-pcgrad-rho4_lag2-d302-m3010,tanh,rho4_lag2,pcgrad,PCGrad-style shadow-target rescue,302,3010,0.00072192267980426546,-0.00072192267980426546,-7.4532534068527667e-05,finite,4.8614559173583984,13.111595905735157,1.6937183141708374,0.89349420145154212,0.074210762977600098,available,1,1,0,0.15181039273738861,1.2907565944797474,411090944,17152,N/A
esb-pcgrad-rho4_lag2-d302-m3011,tanh,rho4_lag2,pcgrad,PCGrad-style shadow-target rescue,302,3011,-0.00093115526251494871,-0.00093115526251494871,-0.00014055553558245393,finite,4.8643741607666016,12.464295907272026,1.5880823135375977,0.52122977692633832,0.0052587985992431641,available,1,1,0,0.14359366893768311,1.1859801849683362,400474112,17152,N/A
esb-pcgrad-rho4_lag2-d302-m3012,tanh,rho4_lag2,pcgrad,PCGrad-style shadow-target rescue,302,3012,4.6695978380739678e-05,-4.6695978380739678e-05,-9.5243795332322634e-05,finite,4.8916988372802734,12.960026361234487,1.6489444971084595,0.74980259165167951,0.037738204002380371,available,1,1,0,0.14783833920955658,1.1654535235422951,389152768,17152,N/A
esb-pcgrad-rho4_lag2-d302-m3013,tanh,rho4_lag2,pcgrad,PCGrad-style shadow-target rescue,302,3013,0.00062904930673539632,-0.00062904930673539632,-2.5606991532534096e-05,finite,4.9802188873291016,12.807910672482103,1.628811240196228,0.73945556357502973,0.030035614967346191,available,1,1,0,0.1533050537109375,1.2862603877616718,383778816,17152,N/A
esb-pcgrad-rho4_lag2-d302-m3014,tanh,rho4_lag2,pcgrad,PCGrad-style shadow-target rescue,302,3014,-0.0042270421574357895,-0.0042270421574357895,-0.00077753145130454726,finite,4.9335479736328125,12.8428598173894,1.6417813301086426,0.79240022003650878,0.04436194896697998,available,1,1,0,0.15395230054855347,1.3109482146522839,375291904,17152,N/A
esb-pcgrad-rho4_lag2-d302-m3015,tanh,rho4_lag2,pcgrad,PCGrad-style shadow-target rescue,302,3015,0.0011546276509761808,-0.0011546276509761808,-3.0487322053573962e-05,finite,5.0407357215881348,12.972777331620456,1.6404980421066284,0.71271973215043616,0.023299574851989746,available,1,1,0,0.15929064154624939,1.2697940718959289,387727360,17152,N/A
esb-pcgrad-rho4_lag2-d302-m3016,tanh,rho4_lag2,pcgrad,PCGrad-style shadow-target rescue,302,3016,-0.0012111810036003589,-0.0012111810036003589,-6.7805652141927908e-05,finite,4.7044143676757812,13.178492113342509,1.7193129062652588,1.0213660962879665,0.10624563694000244,available,1,1,0,0.15535540878772736,1.4423821155401002,380583936,17152,N/A
esb-pcgrad-rho4_lag2-d302-m3017,tanh,rho4_lag2,pcgrad,PCGrad-style shadow-target rescue,302,3017,-0.0093753198627382524,-0.0093753198627382524,-0.001533190021867803,finite,4.8407793045043945,13.035718495328911,1.6856744289398193,0.95866644419729852,0.075816750526428223,available,1,1,0,0.16006049513816833,1.3070390109824406,390479872,17152,N/A
esb-pcgrad-rho4_lag2-d303-m3010,tanh,rho4_lag2,pcgrad,PCGrad-style shadow-target rescue,303,3010,0.00072211823426187043,-0.00072211823426187043,-7.736895903587282e-05,finite,4.8301582336425781,13.055313513777218,1.682335376739502,0.8640469778329134,0.066951751708984375,available,1,1,0,0.15143886208534241,1.3339438763425007,412450816,17152,N/A
esb-pcgrad-rho4_lag2-d303-m3011,tanh,rho4_lag2,pcgrad,PCGrad-style shadow-target rescue,303,3011,-0.0009215138852596283,-0.0009215138852596283,-0.00013677936502309862,finite,4.8333406448364258,12.402358272625133,1.5768017768859863,0.48728448785841394,0.012208223342895508,available,1,1,0,0.14319790899753571,1.3895010269217469,379879424,17152,N/A
esb-pcgrad-rho4_lag2-d303-m3012,tanh,rho4_lag2,pcgrad,PCGrad-style shadow-target rescue,303,3012,6.5912678837776168e-05,-6.5912678837776168e-05,-9.64141526944573e-05,finite,4.8598480224609375,12.901431679166855,1.6378657817840576,0.71888836994767402,0.030865907669067383,available,1,1,0,0.14750736951828003,1.4773628219340789,390610944,17152,N/A
esb-pcgrad-rho4_lag2-d303-m3013,tanh,rho4_lag2,pcgrad,PCGrad-style shadow-target rescue,303,3013,0.00063393157906830298,-0.00063393157906830298,-2.7890321765866588e-05,finite,4.9474339485168457,12.748463311512022,1.6176480054855347,0.70765529517084325,0.023098111152648926,available,1,1,0,0.15292827785015106,1.5359461315131235,411795456,17152,N/A
esb-pcgrad-rho4_lag2-d303-m3014,tanh,rho4_lag2,pcgrad,PCGrad-style shadow-target rescue,303,3014,-0.0041674060979858037,-0.0041674060979858037,-0.00073572406276278812,finite,4.9010992050170898,12.783574003539981,1.6304082870483398,0.76092271879315554,0.037289738655090332,available,1,1,0,0.15358369052410126,1.4810842114559264,385974272,17152,N/A
esb-pcgrad-rho4_lag2-d303-m3015,tanh,rho4_lag2,pcgrad,PCGrad-style shadow-target rescue,303,3015,0.001160897151567042,-0.001160897151567042,-3.0698732017331309e-05,finite,5.0069413185119629,12.912302543222903,1.6292850971221924,0.67962357513606619,0.01626896858215332,available,1,1,0,0.15889763832092285,1.5884058499897553,416186368,17152,N/A
esb-pcgrad-rho4_lag2-d303-m3016,tanh,rho4_lag2,pcgrad,PCGrad-style shadow-target rescue,303,3016,-0.0011865103151649237,-0.0011865103151649237,-6.908477903211363e-05,finite,4.6783075332641602,13.128302250942214,1.7084517478942871,0.99771865084767164,0.099499225616455078,available,1,1,0,0.15517297387123108,1.494622805334989,378667008,17152,N/A
esb-pcgrad-rho4_lag2-d303-m3017,tanh,rho4_lag2,pcgrad,PCGrad-style shadow-target rescue,303,3017,-0.0092205492779612545,-0.0092205492779612545,-0.0015317300363131281,finite,4.8110404014587402,12.980096910055728,1.6745537519454956,0.92998693175614022,0.068888068199157715,available,1,1,0,0.15979371964931488,1.4344557015072519,372080640,17152,N/A
esb-pcgrad-rho4_lag2-d304-m3010,tanh,rho4_lag2,pcgrad,PCGrad-style shadow-target rescue,304,3010,0.00072156530804932126,-0.00072156530804932126,-7.8449212208564489e-05,finite,4.8542046546936035,13.09726875757333,1.6908857822418213,0.88608566075563644,0.072410345077514648,available,1,1,0,0.15174615383148193,1.3184314014539349,393445376,17152,N/A
esb-pcgrad-rho4_lag2-d304-m3011,tanh,rho4_lag2,pcgrad,PCGrad-style shadow-target rescue,304,3011,-0.00092900930903851988,-0.00092900930903851988,-0.00013962226144359491,finite,4.8571834564208984,12.44856376419775,1.5852698087692261,0.51279801093041755,0.0069684982299804688,available,1,1,0,0.14350374042987823,1.2771052403087091,384876544,17152,N/A
esb-pcgrad-rho4_lag2-d304-m3012,tanh,rho4_lag2,pcgrad,PCGrad-style shadow-target rescue,304,3012,5.1631173118948953e-05,-5.1631173118948953e-05,-9.4241943510375847e-05,finite,4.8843207359313965,12.945114056207238,1.6461843252182007,0.7420723274350145,0.036040067672729492,available,1,1,0,0.14773623645305634,1.2962578137442795,384368640,17152,N/A
esb-pcgrad-rho4_lag2-d304-m3013,tanh,rho4_lag2,pcgrad,PCGrad-style shadow-target rescue,304,3013,0.00063109374605119228,-0.00063109374605119228,-2.5804086833502993e-05,finite,4.9726386070251465,12.792802905756981,1.6260316371917725,0.73154277205467189,0.028326749801635742,available,1,1,0,0.15324431657791138,1.2714957726007574,402898944,17152,N/A
esb-pcgrad-rho4_lag2-d304-m3014,tanh,rho4_lag2,pcgrad,PCGrad-style shadow-target rescue,304,3014,-0.0042167934239842001,-0.0042167934239842001,-0.00076735770448399521,finite,4.9260368347167969,12.827805760037155,1.6389526128768921,0.78455565795302462,0.042620062828063965,available,1,1,0,0.15387134253978729,1.31730723058245,373063680,17152,N/A
esb-pcgrad-rho4_lag2-d304-m3015,tanh,rho4_lag2,pcgrad,PCGrad-style shadow-target rescue,304,3015,0.0011577839963138102,-0.0011577839963138102,-3.0658550956186303e-05,finite,5.0329275131225586,12.957462467812002,1.6377140283584595,0.70449932310730112,0.021569967269897461,available,1,1,0,0.15919895470142365,1.3579940040628875,388743168,17152,N/A
esb-pcgrad-rho4_lag2-d304-m3016,tanh,rho4_lag2,pcgrad,PCGrad-style shadow-target rescue,304,3016,-0.0012067663250491024,-0.0012067663250491024,-6.6899625210670166e-05,finite,4.6983799934387207,13.165673333173617,1.7166082859039307,1.0153808377683138,0.1045684814453125,available,1,1,0,0.15533645451068878,1.3692235826278107,382173184,17152,N/A
esb-pcgrad-rho4_lag2-d304-m3017,tanh,rho4_lag2,pcgrad,PCGrad-style shadow-target rescue,304,3017,-0.0093461145414039503,-0.0093461145414039503,-0.0015118744611224422,finite,4.833897590637207,13.021587730501777,1.6829103231430054,0.95153604261576952,0.074114441871643066,available,1,1,0,0.16002953052520752,1.2802270039337471,382730240,17152,N/A
esb-erm-rho5_lag3-d301-m3010,tanh,rho5_lag3,erm,ERM,301,3010,19.254177287383932,-19.254177287383932,,right_censored,0.024466428905725479,10.801761723659002,1.4025877714157104,0,0,N/A,N/A,N/A,N/A,N/A,1,365969408,17152,N/A
esb-erm-rho5_lag3-d301-m3011,tanh,rho5_lag3,erm,ERM,301,3011,23.440991390170531,-23.440991390170531,,right_censored,0.041989177465438843,10.58374654869549,1.3829226493835449,0,0,N/A,N/A,N/A,N/A,N/A,1,371539968,17152,N/A
esb-erm-rho5_lag3-d301-m3012,tanh,rho5_lag3,erm,ERM,301,3012,24.230545639945191,-24.230545639945191,,right_censored,0.02465696819126606,10.810871461592614,1.3990434408187866,0,0,N/A,N/A,N/A,N/A,N/A,1,404537344,17152,N/A
esb-erm-rho5_lag3-d301-m3013,tanh,rho5_lag3,erm,ERM,301,3013,27.58389649214223,-27.58389649214223,,right_censored,0.06140059232711792,10.641320216935128,1.3816483020782471,0,0,N/A,N/A,N/A,N/A,N/A,1,380125184,17152,N/A
esb-erm-rho5_lag3-d301-m3014,tanh,rho5_lag3,erm,ERM,301,3014,23.794430865044706,-23.794430865044706,,right_censored,0.036036517471075058,10.651461337599903,1.3844976425170898,0,0,N/A,N/A,N/A,N/A,N/A,1,377389056,17152,N/A
esb-erm-rho5_lag3-d301-m3015,tanh,rho5_lag3,erm,ERM,301,3015,27.183059990825129,-27.183059990825129,,right_censored,0.042824883013963699,10.829863839223981,1.4019684791564941,0,0,N/A,N/A,N/A,N/A,N/A,1,406994944,17152,N/A
esb-erm-rho5_lag3-d301-m3016,tanh,rho5_lag3,erm,ERM,301,3016,20.039358193048972,-20.039358193048972,,right_censored,0.017600055783987045,10.723309275088832,1.393791675567627,0,0,N/A,N/A,N/A,N/A,N/A,1,371081216,17152,N/A
esb-erm-rho5_lag3-d301-m3017,tanh,rho5_lag3,erm,ERM,301,3017,22.291719451965761,-22.291719451965761,,right_censored,0.032157987356185913,10.723783560004083,1.4000535011291504,0,0,N/A,N/A,N/A,N/A,N/A,1,370769920,17152,N/A
esb-erm-rho5_lag3-d302-m3010,tanh,rho5_lag3,erm,ERM,302,3010,19.207894631824455,-19.207894631824455,,right_censored,0.025299634784460068,10.909641278139315,1.4191650152206421,0,0,N/A,N/A,N/A,N/A,N/A,1,370900992,17152,N/A
esb-erm-rho5_lag3-d302-m3011,tanh,rho5_lag3,erm,ERM,302,3011,23.411205145623537,-23.411205145623537,,right_censored,0.043194979429244995,10.690505476249381,1.399526834487915,0,0,N/A,N/A,N/A,N/A,N/A,1,392101888,17152,N/A
esb-erm-rho5_lag3-d302-m3012,tanh,rho5_lag3,erm,ERM,302,3012,24.200454643648115,-24.200454643648115,,right_censored,0.025684779509902,10.919565358944237,1.4156262874603271,0,0,N/A,N/A,N/A,N/A,N/A,1,392085504,17152,N/A
esb-erm-rho5_lag3-d302-m3013,tanh,rho5_lag3,erm,ERM,302,3013,27.564584017265588,-27.564584017265588,,right_censored,0.062790974974632263,10.748394231405108,1.3981103897094727,0,0,N/A,N/A,N/A,N/A,N/A,1,370900992,17152,N/A
esb-erm-rho5_lag3-d302-m3014,tanh,rho5_lag3,erm,ERM,302,3014,23.768277440429664,-23.768277440429664,,right_censored,0.036967288702726364,10.759642725903541,1.4012137651443481,0,0,N/A,N/A,N/A,N/A,N/A,1,395427840,17152,N/A
esb-erm-rho5_lag3-d302-m3015,tanh,rho5_lag3,erm,ERM,302,3015,27.164921272674107,-27.164921272674107,,right_censored,0.044194914400577545,10.937274400889873,1.4183907508850098,0,0,N/A,N/A,N/A,N/A,N/A,1,394067968,17152,N/A
esb-erm-rho5_lag3-d302-m3016,tanh,rho5_lag3,erm,ERM,302,3016,19.995777995086971,-19.995777995086971,,right_censored,0.018394278362393379,10.831216243980451,1.4104450941085815,0,0,N/A,N/A,N/A,N/A,N/A,1,402374656,17152,N/A
esb-erm-rho5_lag3-d302-m3017,tanh,rho5_lag3,erm,ERM,302,3017,22.257070429064331,-22.257070429064331,,right_censored,0.033276751637458801,10.829751258809118,1.4165657758712769,0,0,N/A,N/A,N/A,N/A,N/A,1,374112256,17152,N/A
esb-erm-rho5_lag3-d303-m3010,tanh,rho5_lag3,erm,ERM,303,3010,19.354958721622822,-19.354958721622822,,right_censored,0.025499917566776276,10.887072731903753,1.4158295392990112,0,0,N/A,N/A,N/A,N/A,N/A,1,398983168,17152,N/A
esb-erm-rho5_lag3-d303-m3011,tanh,rho5_lag3,erm,ERM,303,3011,23.479995044413954,-23.479995044413954,,right_censored,0.043435949832201004,10.667673700628802,1.3961381912231445,0,0,N/A,N/A,N/A,N/A,N/A,1,374833152,17152,N/A
esb-erm-rho5_lag3-d303-m3012,tanh,rho5_lag3,erm,ERM,303,3012,24.275190105615181,-24.275190105615181,,right_censored,0.025949236005544662,10.8966213921085,1.4122705459594727,0,0,N/A,N/A,N/A,N/A,N/A,1,364560384,17152,N/A
esb-erm-rho5_lag3-d303-m3013,tanh,rho5_lag3,erm,ERM,303,3013,27.584551779180764,-27.584551779180764,,right_censored,0.063048809766769409,10.725025794934481,1.3946882486343384,0,0,N/A,N/A,N/A,N/A,N/A,1,372408320,17152,N/A
esb-erm-rho5_lag3-d303-m3014,tanh,rho5_lag3,erm,ERM,303,3014,23.830176218505947,-23.830176218505947,,right_censored,0.037229374051094055,10.736466959584504,1.3977895975112915,0,0,N/A,N/A,N/A,N/A,N/A,1,376700928,17152,N/A
esb-erm-rho5_lag3-d303-m3015,tanh,rho5_lag3,erm,ERM,303,3015,27.178939588181674,-27.178939588181674,,right_censored,0.044469840824604034,10.914329253137112,1.4150311946868896,0,0,N/A,N/A,N/A,N/A,N/A,1,392921088,17152,N/A
esb-erm-rho5_lag3-d303-m3016,tanh,rho5_lag3,erm,ERM,303,3016,20.132108636654444,-20.132108636654444,,right_censored,0.018626134842634201,10.80864256597124,1.407097339630127,0,0,N/A,N/A,N/A,N/A,N/A,1,400359424,17152,N/A
esb-erm-rho5_lag3-d303-m3017,tanh,rho5_lag3,erm,ERM,303,3017,22.349416112736797,-22.349416112736797,,right_censored,0.033481527119874954,10.807349480781703,1.4132237434387207,0,0,N/A,N/A,N/A,N/A,N/A,1,404471808,17152,N/A
esb-erm-rho5_lag3-d304-m3010,tanh,rho5_lag3,erm,ERM,304,3010,19.243904893216676,-19.243904893216676,,right_censored,0.025379233062267303,10.904045304632746,1.4183741807937622,0,0,N/A,N/A,N/A,N/A,N/A,1,356761600,17152,N/A
esb-erm-rho5_lag3-d304-m3011,tanh,rho5_lag3,erm,ERM,304,3011,23.428553618746808,-23.428553618746808,,right_censored,0.043291851878166199,10.684795176750049,1.3987152576446533,0,0,N/A,N/A,N/A,N/A,N/A,1,373260288,17152,N/A
esb-erm-rho5_lag3-d304-m3012,tanh,rho5_lag3,erm,ERM,304,3012,24.219304386456496,-24.219304386456496,,right_censored,0.025788495317101479,10.913865772821008,1.414828896522522,0,0,N/A,N/A,N/A,N/A,N/A,1,385187840,17152,N/A
esb-erm-rho5_lag3-d304-m3013,tanh,rho5_lag3,erm,ERM,304,3013,27.570471097994592,-27.570471097994592,,right_censored,0.062896862626075745,10.74252149341628,1.3972854614257812,0,0,N/A,N/A,N/A,N/A,N/A,1,388694016,17152,N/A
esb-erm-rho5_lag3-d304-m3014,tanh,rho5_lag3,erm,ERM,304,3014,23.78398571172729,-23.78398571172729,,right_censored,0.03706447035074234,10.753861241880804,1.4003955125808716,0,0,N/A,N/A,N/A,N/A,N/A,1,373587968,17152,N/A
esb-erm-rho5_lag3-d304-m3015,tanh,rho5_lag3,erm,ERM,304,3015,27.169377969740889,-27.169377969740889,,right_censored,0.044307880103588104,10.931549681723119,1.4175879955291748,0,0,N/A,N/A,N/A,N/A,N/A,1,393084928,17152,N/A
esb-erm-rho5_lag3-d304-m3016,tanh,rho5_lag3,erm,ERM,304,3016,20.0292713235307,-20.0292713235307,,right_censored,0.01848260685801506,10.825620551919563,1.4096519947052002,0,0,N/A,N/A,N/A,N/A,N/A,1,394952704,17152,N/A
esb-erm-rho5_lag3-d304-m3017,tanh,rho5_lag3,erm,ERM,304,3017,22.280010749259965,-22.280010749259965,,right_censored,0.033363349735736847,10.82417695177719,1.4157695770263672,0,0,N/A,N/A,N/A,N/A,N/A,1,394149888,17152,N/A
esb-counterfactual_drift-rho5_lag3-d301-m3010,tanh,rho5_lag3,counterfactual_drift,CDC,301,3010,-0.015428282629000024,-0.015428282629000024,-0.0023745886015822393,finite,4.7598085403442383,10.034196294448337,1.1695187091827393,0.76756542921066462,0.23306906223297119,available,1,1,0,5.9604644775390625e-08,1.5048862488997945,379600896,17152,N/A
esb-counterfactual_drift-rho5_lag3-d301-m3011,tanh,rho5_lag3,counterfactual_drift,CDC,301,3011,0.00084434351883828625,-0.00084434351883828625,-2.8097620092815134e-05,finite,5.0207395553588867,9.5221442998852588,1.100578784942627,1.0616022488102317,0.28234386444091797,available,1,1,0,5.9604644775390625e-08,1.5048616684105582,373948416,17152,N/A
esb-counterfactual_drift-rho5_lag3-d301-m3012,tanh,rho5_lag3,counterfactual_drift,CDC,301,3012,0.0024607458151876928,-0.0024607458151876928,0.00012426441911195241,finite,5.0716700553894043,9.7134790943935521,1.1111862659454346,1.0973923671990615,0.28785717487335205,available,1,1,0,1.1920928955078125e-07,1.5064247221290321,383909888,17152,N/A
esb-counterfactual_drift-rho5_lag3-d301-m3013,tanh,rho5_lag3,counterfactual_drift,CDC,301,3013,0.00013169143348932269,-0.00013169143348932269,1.2059649496354297e-05,finite,5.2746238708496094,9.2755045610480007,1.053074836730957,1.3658156558871273,0.32857346534729004,available,1,1,0,1.1920928955078125e-07,1.5088611447554354,375767040,17152,N/A
esb-counterfactual_drift-rho5_lag3-d301-m3014,tanh,rho5_lag3,counterfactual_drift,CDC,301,3014,0.00064820465631783004,-0.00064820465631783004,6.1785352826859707e-05,finite,4.9951353073120117,9.5309794160537429,1.0936875343322754,1.1204819215461601,0.29081010818481445,available,1,1,0,1.1920928955078125e-07,1.5311065328880868,387858432,17152,N/A
esb-counterfactual_drift-rho5_lag3-d301-m3015,tanh,rho5_lag3,counterfactual_drift,CDC,301,3015,0.0011574888601899147,-0.0011574888601899147,-4.3369857569697245e-05,finite,5.2885198593139648,9.4950527563691125,1.0766627788543701,1.334811082854868,0.32530570030212402,available,1,1,0,1.1920928955078125e-07,1.6286814372756895,375914496,17152,N/A
esb-counterfactual_drift-rho5_lag3-d301-m3016,tanh,rho5_lag3,counterfactual_drift,CDC,301,3016,0.00092856446863152085,-0.00092856446863152085,0.00014952229082432211,finite,4.863865852355957,9.9165707209613174,1.1535871028900146,0.80673855412751472,0.2402045726776123,available,1,1,0,1.1920928955078125e-07,1.5186155574103801,386187264,17152,N/A
