model_kind,rho,lag_separation,regime,n_seeds,tau_star_drift_mean,tau_star_drift_ci95_low,tau_star_drift_ci95_high,tau_star_drift_projected_mean,tau_star_drift_projected_ci95_low,tau_star_drift_projected_ci95_high,tau_star_response_mean,tau_star_response_ci95_low,tau_star_response_ci95_high,drift_leads_response_by_mean,drift_leads_response_by_ci95_low,drift_leads_response_by_ci95_high,tail_positive_area_mean,tail_positive_area_ci95_low,tail_positive_area_ci95_high,tail_negative_area_mean,tail_negative_area_ci95_low,tail_negative_area_ci95_high,tail_area_margin_mean,tail_area_margin_ci95_low,tail_area_margin_ci95_high,max_equal_time_projection_residual_mean,max_equal_time_projection_residual_ci95_low,max_equal_time_projection_residual_ci95_high,weak_auc_gap_mean,weak_auc_gap_ci95_low,weak_auc_gap_ci95_high,final_both_m_s_mean,final_both_m_s_ci95_low,final_both_m_s_ci95_high,final_both_m_w_mean,final_both_m_w_ci95_low,final_both_m_w_ci95_high,final_weak_m_w_mean,final_weak_m_w_ci95_low,final_weak_m_w_ci95_high,final_accuracy_mean,final_accuracy_ci95_low,final_accuracy_ci95_high,final_gsi5_mean,final_gsi5_ci95_low,final_gsi5_ci95_high
gru,4.0,2,positive,8,3.8462899128586736,3.3126674179343105,4.379912407783037,4.509761382515005,3.9684772099765864,5.051045555053423,7.200062241270379,6.109553491141654,8.290570991399104,3.3537723284117065,2.7504439799348517,3.9571006768885613,0.017652666568756102,0.00972418087554555,0.025581152261966653,0.07129042148590088,0.0387106410638343,0.10387020190796746,0.05363775491714477,0.022609864785243565,0.08466564504904597,0.0017396060866303742,0.0011111659603725667,0.0023680462128881814,0.11091887458860583,-0.04967327959494808,0.2715110287721597,1.3289901167154312,1.314293293656405,1.3436869397744575,0.06183278386015445,0.03141338757183843,0.09225218014847048,0.12969013955444098,0.0975392423920107,0.16184103671687125,1.0,1.0,1.0,0.036946574488900014,0.027216831243734193,0.04667631773406583
tanh,4.0,2,positive,8,0.19421433943208508,-0.12845478340844754,0.5168834622726177,0.1662025026485758,-0.03827307888664072,0.37067808418379233,0.3889571628459496,-0.2437293707508521,1.0216436964427513,0.19474282341386454,-0.11752729809918042,0.5070129449269095,0.002559723953406016,-0.0027539533060381414,0.007873401212850174,4.361840657889843,4.11241623907448,4.611265076705206,4.359280933936437,4.1069025515271385,4.611659316345735,0.014315946958959103,0.010790722482442212,0.01784117143547599,22.57749196915538,21.40199314755456,23.752990790756197,1.6591492742300034,1.6416357011726952,1.6766628472873115,0.14930914528667927,0.08785410609842362,0.21076418447493492,4.496648550033569,4.42661931020042,4.566677789866719,1.0,1.0,1.0,0.07002065662165034,0.0650428224362125,0.07499849080708819
